,text,source
15102,Animals that feed (exclusively) on animals are called carnivores .,DGEM_FORMAT
15103,Limiting the number of cars on the roads would most likely improve the air quality in large texas cities.,DGEM_FORMAT
15104,The Julian calendar had a 12-month year measuring 365.25 days - an attempt to duplicate the time it takes the Earth to make a complete revolution around the sun.,DGEM_FORMAT
15105,"The device does nothing to disrupt ovulation, the menstrual cycle, or to thicken the cervical mucus.",DGEM_FORMAT
15106,The ph scale is used to succinctly communicate the acidity or basicity of a solution.,DGEM_FORMAT
15107,"Put the independent variable, which is controlled by the experimenter, on the x axis.",DGEM_FORMAT
15108,"This type of antibodies are therefore able to recognise two different antigens, one at their Fab region and a second one at the Fc region, hence the name of bispecific antibodies.",DGEM_FORMAT
15109,The name of film that polyester fibers form is mylar.,DGEM_FORMAT
15110,All cells need energy for processes like active transport.,DGEM_FORMAT
15111,"Later, I will explain the reasoning Sitchin uses in terms of why it is possible for &quot;people&quot; of one planet to live phenomenal life-spans in comparison to our planet's human life cycle.",DGEM_FORMAT
15112,Distance is defined as the magnitude or size of displacement between two positions.,DGEM_FORMAT
15113,The vivid colors of flowers are an adaptation designed to encourage pollination by animals such as insects and birds.,DGEM_FORMAT
15114,"That is about six minutes, or one percent, longer than the radio rotational period measured by the Voyager 1 and Voyager 2 spacecraft, which flew by Saturn in 1980 and 1981.",DGEM_FORMAT
15115,The water cycle involves movement of water between air and land.,DGEM_FORMAT
15116,the function of each type of blood vessel in the circulatory system.,DGEM_FORMAT
15117,"They use the sun's radiant energy in photosynthesis to manufacture glucose, carbohydrate and other plant cells.",DGEM_FORMAT
15118,"For osteoporosis, alternative therapies may include calcium and vitamin D supplements, agents such as alendronate and calcitonin, and preventive therapies such as exercise and calcium-rich diets.",DGEM_FORMAT
15119,Light with the longest wavelengths is called infrared light.,DGEM_FORMAT
15120,Water exists on earth in three matter states states.,DGEM_FORMAT
15121,Heart disease remains the leading cause of death in the United States and the burden of heart disease continues to be significant in an aging population.,DGEM_FORMAT
15122,Outline the life cycle of nonvascular plants.,DGEM_FORMAT
15123,A(n) carnivore is at the top of the energy pyramid.,DGEM_FORMAT
15124,"Wednesday October 25th, 2000 Today's lecture covered carbocation rearrrangements, addition of water and alcohols to alkenes and catalytic hydrogenation.",DGEM_FORMAT
15125,"Although they differ vastly in hardness, pencil lead and diamonds both contain carbon.",DGEM_FORMAT
15126,Chemistry is defined as the study of matter.,DGEM_FORMAT
15127,Name the structure formed by these two cells.,DGEM_FORMAT
15128,They have a thick layer of skin that keeps them floating.,DGEM_FORMAT
15129,macromolecules Large molecules made up of many small organic molecules that are often referred to as monomers;,DGEM_FORMAT
15130,You call the movement of molecules across a membrane without the input of energy passive transport.,DGEM_FORMAT
15131,The parasympathetic nervous system slows down some of these systems.,DGEM_FORMAT
15132,"During photosynthesis, energy from the sun is converted to glucose after entering a plant.",DGEM_FORMAT
15133,A parallel circuit is best described as: electricity flows along more than one pathway,DGEM_FORMAT
15134,"use an understanding of conductors and insulators to explain in  terms of electrons what happens when objects are charged by friction, contact, and induction or grounded by touching.",DGEM_FORMAT
15135,Evidence from plastid DNA sequence data and morphology.,DGEM_FORMAT
15136,Contact spread by pathogens that are present in secretions.,DGEM_FORMAT
15137,"If an accident happens during a science experiment, the first thing a student should do is report to the teacher.",DGEM_FORMAT
15138,"When ozone is injected into whole blood it forms various compounds, similar compounds are present in ozonated olive oil.",DGEM_FORMAT
15139,Insulin is made up of two polypeptide chains.,DGEM_FORMAT
15140,There are six types types of simple machines.,DGEM_FORMAT
15141,"God causes water to expand and contract as other substances do, according to the rule that heat expands and cold contracts.",DGEM_FORMAT
15142,Animals can transport the waste material known as urea in the circulatory system and store it safely at high concentrations.,DGEM_FORMAT
15143,Depth and density influence the pressure of fluids.,DGEM_FORMAT
15144,The largest known proteins are titins.,DGEM_FORMAT
15145,all matter is composed of elements or combinations of elements.,DGEM_FORMAT
15146,Ice wedging occurs because water expands.,DGEM_FORMAT
15147,You call the lightless part of the ocean aphotic zone.,DGEM_FORMAT
15148,All solutions contain at least two substances.,DGEM_FORMAT
15149,"Describe the roles of primary producers, herbivores, carnivores, decomposers, parasites, and mutualistic organisms in the energy flow and nutrient cycling of an ecosystem.",DGEM_FORMAT
15150,Insight learning is done from past experiences and reasoning.,DGEM_FORMAT
15151,Most of the earth's freshwater is in the form of frozen.,DGEM_FORMAT
15152,"Other sites include the stomach, duodenum, ileum, and colon.",DGEM_FORMAT
15153,New plants start sprouting two months later after a forest fire.,DGEM_FORMAT
15154,Cell Mobility &amp; Cytoskeleton --,DGEM_FORMAT
15155,Gravity causes rocks to roll downhill.,DGEM_FORMAT
15156,"Hikers can explore the entire glacier area in a good day, however a number of campsites are available at a number of high-country lakes.",DGEM_FORMAT
15157,Certain characteristics are frequently inherited together because of linkage.,DGEM_FORMAT
15158,Producing light without a high temperature is called luminescence.,DGEM_FORMAT
15159,A winter storm is called a blizzard.,DGEM_FORMAT
15160,Populations living in one place form a community.,DGEM_FORMAT
15161,Bees are naturalized on every continent except antarctica.,DGEM_FORMAT
15162,Vascular plants have tube-like structures that transport water from the roots to the stem to the leaves.,DGEM_FORMAT
15163,"Iceland sits astride the Mid-Atlantic Ridge, part of the world-circling undersea mountain system that is the locus of new crust formation.",DGEM_FORMAT
15164,"Protons and neutrons are made of quarks, which are fundamental particles of matter.",DGEM_FORMAT
15165,"Two types of photoreceptor cells, rods and cones, mediate the response to light in the mammalian retina.",DGEM_FORMAT
15166,"This law says that when a chemical reaction rearranges atoms into a new product, the mass of the reactants (chemicals before the chemical reaction) is the same as the mass of the products (the new chemicals made).",DGEM_FORMAT
15167,Female gender typically experiences growth spurts first.,DGEM_FORMAT
15168,"When magma reaches the surface through cracks in the earth's crust, a volcanic eruption occurs.",DGEM_FORMAT
15169,The parasympathetic system returns the body to homeostasis.,DGEM_FORMAT
15170,Protist diseases in humans are caused by protozoa.,DGEM_FORMAT
15171,The chemistry of each element is determined by its number of protons and electrons.,DGEM_FORMAT
15172,Placental mammals give birth to relatively large fetuses.,DGEM_FORMAT
15173,Areas of concentration are described below.,DGEM_FORMAT
15174,Electrons in successive atoms on the periodic table tend to fill low-energy orbitals first.,DGEM_FORMAT
15175,Chemical energy is a potential form of energy that is stored in the chemical bonds that hold atoms together.,DGEM_FORMAT
15176,The axis of the plant has a root end and a shoot end.,DGEM_FORMAT
15177,"Lymph vessels are like blood vessels, except they move lymph instead of blood.",DGEM_FORMAT
15178,"In particular, they can have insight into what learning methods are effective and what motivates them, based on their experiences.",DGEM_FORMAT
15179,Stems transport water to other parts of the plant through a system of tubes.,DGEM_FORMAT
15180,Bacteria are Eukaryotes Prokaryotes Protists Amphibians Insects 2.,DGEM_FORMAT
15181,All matter in the universe is composed of one or more unique pure substances called elements.,DGEM_FORMAT
15182,Solar and wind are still expensive compared to fossil fuels.,DGEM_FORMAT
15183,"When substances pass through the cell membrane without needing any energy, it is called passive transport.",DGEM_FORMAT
15184,Most plants reproduce sexually.,DGEM_FORMAT
15185,The length of the minor arc of a great circle is taken as the distance between two points on a surface of a sphere in Riemannian geometry.,DGEM_FORMAT
15186,"Each daughter cell (with 23 chromosomes each consisting of two chromatids) then enters interphase, during which there is no duplication of the DNA.",DGEM_FORMAT
15187,There are four chambers in the heart.,DGEM_FORMAT
15188,"Hemoglobin transports oxygen in red blood cells, binding oxygen in the lungs and then releasing it into the body tissues.",DGEM_FORMAT
15189,Droughts occurs when there is little to no rain in a period of time.,DGEM_FORMAT
15190,Most digestion is completed in the small intestine.,DGEM_FORMAT
15191,"In Type 1 (insulin dependent) diabetes, insulin must be used because the pancreas is not producing the insulin the body needs.",DGEM_FORMAT
15192,The metallic bond is responsible for the properties of metals.,DGEM_FORMAT
15193,These drugs block receptors for the brain chemical dopamine.,DGEM_FORMAT
15194,"Pre- and post-test counseling should address the limitations of the test, i.e., the inability to detect early infections, false positives, false negatives, and the possible need for additional testing as well as the complications and consequences of a negative or positive test result.",DGEM_FORMAT
15195,All mammals have four limbs.,DGEM_FORMAT
15196,"On the contrary, the parasympathetic nervous system is referred to as the &quot;rest and digest&quot; mechanism.",DGEM_FORMAT
15197,Solid exists if particles do not have enough kinetic energy to overcome the force of attraction between them.,DGEM_FORMAT
15198,alveolus A tiny air sac in the lungs through which gases are exchanged between the atmosphere and the blood in respiration;,DGEM_FORMAT
15199,"Stars, suns, moons, and planets are called celestial bodies (celestial means having to do with the sky).",DGEM_FORMAT
15200,Phospholipids make up much of the outer membranes of cells and organelles.,DGEM_FORMAT
15201,Groundwater primarily comes from precipitation.,DGEM_FORMAT
15202,"A single subunit of DNA is called a nucleotide and consists of a nitrogen-containing base, a sugar, and a phosphate group.",DGEM_FORMAT
15203,Fructose is a sugar that is found in fruits.,DGEM_FORMAT
15204,Ice wedging occurs because water expands.,DGEM_FORMAT
15205,This accumulation results from the ability of highly lipophilic substances to dissolve in the lipid membrane of epithelial cells and to be retained in the body via their passive transport back across the epithelium.,DGEM_FORMAT
15206,You call sound that has a wave frequency higher than the human ear can detect ultrasound.,DGEM_FORMAT
15207,"Cells are small biological structures that make up all living things, including the human body.",DGEM_FORMAT
15208,This course covers membrane biology and basic cell biology.,DGEM_FORMAT
15209,Voltage is continuously changing within a circuit in an analog signal.,DGEM_FORMAT
15210,A pregnant woman should avoid toxic substances while pregnant.,DGEM_FORMAT
15211,The right atrium of the human heart pumps the blood to the right ventricle.,DGEM_FORMAT
15212,"in solids the atoms are closely locked in position and can only vibrate, in liquids the atoms and molecules are more loosely connected and can collide with and move past one another, while in gases the atoms or molecules are free to move independently, colliding frequently.",DGEM_FORMAT
15213,Saliva secretion initiates chemical digestion while also protecting the oral cavity.,DGEM_FORMAT
15214,The energy used is defined by the power of each device multiplied by the time for which they are used.,DGEM_FORMAT
15215,"When the environment changes and the adaptive characteristics or behaviors are insufficient, the species becomes extinct ...",DGEM_FORMAT
15216,"This is the force exerted by the weight of a 1 kilogram mass in normal earth gravity, and is equal to 9.81 Newtons or 2.2 pounds.",DGEM_FORMAT
15217,"Notice that this lens is actually different than the plano convex lens used in the original Galilean telescope, but still gives the same results.",DGEM_FORMAT
15218,Food poisoning is another term for foodborne illness.,DGEM_FORMAT
15219,Circle graphs are useful for showing percents of a whole.,DGEM_FORMAT
15220,These diploid cells inside the sterile jacket will be dividing by meiosis to produce haploid microspores.,DGEM_FORMAT
15221,Atoms make products by rearranging their chemical bonds in a reactant.,DGEM_FORMAT
15222,"In chemistry, Arabic words include alcohol, alkali (from al-quali, the saltwork ashes), niter (from which word we get nitrate), alkahest (the universal solvent, sought by the alchemists), and alembic (a distilling flask).",DGEM_FORMAT
15223,The genetic code works in series of three-letter codes.,DGEM_FORMAT
15224,Describe the rod and cone cells of the retina and their pigments.,DGEM_FORMAT
15225,"Pneumonia is a serious infection or inflammation of the lungs that causes them to fill with fluid, limiting the ability to breathe and supply oxygen to the blood.",DGEM_FORMAT
15226,Fructose is fruit sugar.,DGEM_FORMAT
15227,Capillaries are the smallest type of blood vessels.,DGEM_FORMAT
15228,"The method involved observing the increase in the gas pressure due to the helium generated in an apparatus of known volume, and applying Boyle's law.",DGEM_FORMAT
15229,"Hazardous air pollutants come from natural sources such as forest fires and volcanoes and from human sources, both stationary and mobile.",DGEM_FORMAT
15230,Atoms prefer to have a neutral charge and will swap electrons to become neutral.,DGEM_FORMAT
15231,The values of independent variables are controlled by the experimenter over the course of an experiment.,DGEM_FORMAT
15232,The largest known proteins are called titins.,DGEM_FORMAT
15233,"The cycle involves processes such as precipitation, evaporation, interception, transpiration, infiltration, percolation, and runoff.",DGEM_FORMAT
15234,Things can happen that can destroy a relationship.,DGEM_FORMAT
15235,most of the energy in a trophic level is lost as it passes to the next higher level.,DGEM_FORMAT
15236,"A moss, liverwort, or hornwort; a nonvascular plant that inhabits the land but lacks many of the terrestrial adaptations of vascular plants.",DGEM_FORMAT
15237,A perfectly inelastic collision reduces internal kinetic energy to the minimum it can have while still conserving momentum.,DGEM_FORMAT
15238,Blood from the body enters right atrium of the heart before it is pumped to the right ventricle and then to the lungs.,DGEM_FORMAT
15239,"Given alkanes, alkenes, alkyl halides, alcohols, ethers, carboxylic acids, ketones (aldehydes) of similar molecular weight, order them in polarity, boiling point, and solubility in water.",DGEM_FORMAT
15240,Mercury is closest to our sun.,DGEM_FORMAT
15241,"For example, Mexican law enforcement and military personnel seized 22.6 metric tons of cocaine and over 1,000 metric tons of marijuana.",DGEM_FORMAT
15242,Ovulation occurs before the endometrium thickens in estrous cycles.,DGEM_FORMAT
15243,A volcanic arc is formed when a subducting plate flows under another tectonic plate.,DGEM_FORMAT
15244,About Decraled Decra Glow film is a polyester film with a Mylar TM carrier which is a layer incorporated within the film.,DGEM_FORMAT
15245,A pH of 7 indicates neutral water;,DGEM_FORMAT
15246,The lungs of mammals are unique in having alveoli.,DGEM_FORMAT
15247,"Mammals have four chambered hearts (like birds), complex nervous systems, and large brains.",DGEM_FORMAT
15248,"The plasma allows the circulation of red blood cells, white blood cells, and platelets.",DGEM_FORMAT
15249,Ozone is a compound formed when there is sparking electrical equipment.,DGEM_FORMAT
15250,Sound energy is a form of energy that is associated with the vibrations of matter.,DGEM_FORMAT
15251,Sensory neurons transmit nerve impulses toward the spinal cord and the brain.,DGEM_FORMAT
15252,"Prokaryote Metabolism   Like all living things, prokaryotes need energy and carbon.",DGEM_FORMAT
15253,"Carbon Dioxide as a Greenhouse Gas After water vapor, carbon dioxide is the most important greenhouse gas.",DGEM_FORMAT
15254,Alkenes are formed from an alcohol that loses water.,DGEM_FORMAT
15255,The majority of solids are crystalline in nature.,DGEM_FORMAT
15256,Scientists think protists are the oldest eukaryotes.,DGEM_FORMAT
15257,Sudden and dramatic losses of biodiversity are called mass extinction.,DGEM_FORMAT
15258,The magnetic field produced by a  current in a wire moves in concentric circles.,DGEM_FORMAT
15259,Inflammatory response is the second line of defense.,DGEM_FORMAT
15260,"Soil, for human purposes, is a(n) nonrenewable resource.",DGEM_FORMAT
15261,Period is the time interval required for one complete wave to pass a point called.,DGEM_FORMAT
15262,Chemical energetics Electrochemistry Reaction kinetics Equilibria Return to home page,DGEM_FORMAT
15263,Pauling: 1.78 Allred Rochow: 1.49 Crystal Structure structure: tetragonal The following CrystalMaker image represents the solid state structure.,DGEM_FORMAT
15264,"Other waterfall series include Elakala Falls (four waterfalls), Pendleton Falls (five waterfalls), and Falls Run Falls (two waterfalls).",DGEM_FORMAT
15265,Ovulation takes place in the ovary and is part of the menstrual cycle.,DGEM_FORMAT
15266,Exact wavelength determines the color of visible light.,DGEM_FORMAT
15267,The tilt of earth on its axis is one factor that contributes to seasons occurring in new york state.,DGEM_FORMAT
15268,Angiosperms is the term for flowering seed plants.,DGEM_FORMAT
15269,Winds gusting to 40mph with windchill temperatures around -35.,DGEM_FORMAT
15270,The genetic code works in series of three-letter codes.,DGEM_FORMAT
15271,Artificial discharge is induced by well digging or borehole drilling.,DGEM_FORMAT
15272,A synthetic diamond is not considered a mineral because minerals must be created naturally.,DGEM_FORMAT
15273,"In somatic cells, both L-type and T-type VDCC participate in exocytosis and similar processes (e.g., 91,92).",DGEM_FORMAT
15274,"Conformal, or three-dimensional, indicates that the radiation beam is conformed or shaped to fit the contour of the organ or tumor to be radiated.",DGEM_FORMAT
15275,Carbide A compound of carbon with one or more metallic elements.,DGEM_FORMAT
15276,Leukemia is the most common type of cancer developed in children.,DGEM_FORMAT
15277,"use mathematics, science and computer technology to solve problems;",DGEM_FORMAT
15278,"What this means is that pressure is the amount of force, or push or pull, exerted by a material on a given area of another material.",DGEM_FORMAT
15279,"Since excess exposure to ultraviolet radiation is the primary cause of skin cancer, reducing sun exposure can help prevent skin cancer.",DGEM_FORMAT
15280,Sexual reproduction usually occur during times of environmental stress.,DGEM_FORMAT
15281,The cations and anions are shown by separate ternary plots.,DGEM_FORMAT
15282,Geiger counter Electronic instrument for detecting and measuring radiation and radioactive substances.,DGEM_FORMAT
15283,"The cathode is the negative electrode, where ions gain electrons, and thus, reduction occurs at the cathode.",DGEM_FORMAT
15284,Endothermic (warm-blooded) animals metabolize body heat right from their food.,DGEM_FORMAT
15285,"Roundworms exemplify organ-level organization, where two or more types of tissues work together to perform a particular function as an organ.",DGEM_FORMAT
15286,This gas is oxygen.,DGEM_FORMAT
15287,Behaviors that are closely controlled by genes and have little to no environmental influence are called innate behaviors.,DGEM_FORMAT
15288,"Most seeds need soil, water, sunlight and air to germinate (germinate (verb) when a shoot starts to grow from a seed).",DGEM_FORMAT
15289,This process uses oxygen and glucose to produce molecules of ATP (adenosine triphosphate).,DGEM_FORMAT
15290,"Like a runner passing a baton, the transmission of nerve impulses between neurons depends on neurotransmitters.",DGEM_FORMAT
15291,"K2 is the second highest mountain in the world, at over 28,000 feet.",DGEM_FORMAT
15292,"EVAPORATION--Process of liquid water becoming water vapor, including vaporization from water surfaces, land surfaces, and snow fields, but not from leaf surfaces.",DGEM_FORMAT
15293,You call elements that contain only atoms of one type of element native elements.,DGEM_FORMAT
15294,Corals build hard exoskeletons that grow to become coral reefs.,DGEM_FORMAT
15295,"Roundworms exemplify organ-level organization, where two or more types of tissues work together to perform a particular function as an organ.",DGEM_FORMAT
15296,"As the surface of the volcano changes shape, tiltmeters record tiny changes in slope, distances increase between benchmarks on opposite sides of the caldera, and elevations of the stations increase.",DGEM_FORMAT
15297,A squirrel storing nuts is preparing for a seasonal change in the environment.,DGEM_FORMAT
15298,Most growing plant cells expand through water uptake.,DGEM_FORMAT
15299,"All snakes are carnivorous, but they do not chew.",DGEM_FORMAT
15300,"Pluto has at least three moons, including one fully half the size of Pluto itself.",DGEM_FORMAT
15301,Prostate cancer is the most common male cancer in the US.,DGEM_FORMAT
15302,Advanced methods for internal and external sorting and searching.,DGEM_FORMAT
15303,"In humans, the sperm cell is the only cell with the  flagella structure that enables motility.",DGEM_FORMAT
15304,The sporophyte phase is the longest phase in the life of a(n) gymnosperm.,DGEM_FORMAT
15305,Greenhouse gases in the atmosphere have increased as a result of human activities.,DGEM_FORMAT
15306,Any disorder of the Nervous System.,DGEM_FORMAT
15307,"The main functions of epithelia are protection from the environment, coverage, secretion and excretion, absorption, and filtration.",DGEM_FORMAT
15308,Weight is the measure of the force of gravity pulling down on an object.,DGEM_FORMAT
15309,"Species: human, Homo sapiens.",DGEM_FORMAT
15310,Carnivores get their energy,DGEM_FORMAT
15311,"Thrust Thrust is the force that propels a rocket or spacecraft and is measured in pounds, kilograms or Newtons.",DGEM_FORMAT
15312,"He reported the results of his first experiments on combustion in a note to the Academy on 20 October, in which he reported that when phosphorus burned, it combined with a large quantity of air to produce acid spirit of phosphorus, and that the phosphorus increased in weight on burning.",DGEM_FORMAT
15313,"When it rains, some animals will move to seek shelter.",DGEM_FORMAT
15314,Continually increasing the pressure on the liquid will eventually cause the substance to solidify.,DGEM_FORMAT
15315,Windchill describes what the temperature feels like when the wind is taken into account.,DGEM_FORMAT
15316,"When A97- 17 has produced some mycelium, it leaches out sufficient growth factor and some carbon compounds that allow growth of RM146-9.",DGEM_FORMAT
15317,The cardiovascular system moves nutrients and other substances throughout the body.,DGEM_FORMAT
15318,"Since the electric field lines point radially away from the charge, they are perpendicular to equipotential lines.",DGEM_FORMAT
15319,Vertebrates reproduce sexually.,DGEM_FORMAT
15320,a pure substance composed of two or more elements whose composition is constant.,DGEM_FORMAT
15321,Solids are materials with a definite volume and shape.,DGEM_FORMAT
15322,Primates have five digits on each extremity.,DGEM_FORMAT
15323,Bees are naturalized on every continent except antarctica.,DGEM_FORMAT
15324,A solution forms when a solute dissolves in a solvent.,DGEM_FORMAT
15325,The 'counting' instrument geiger counter is used to measure radioactivity.,DGEM_FORMAT
15326,"By contrast, large plant-eating land mammals such as elephants give birth to only few offspring that are well cared for.",DGEM_FORMAT
15327,There are four types of bosons.,DGEM_FORMAT
15328,The hair cells sense(s) the movement of liquid in ear canals.,DGEM_FORMAT
15329,The strong affinity of concentrated sulfuric acid for water makes it a good agent for dehydrating.,DGEM_FORMAT
15330,"As with my past such experiences, I learned a lot.",DGEM_FORMAT
15331,"But looked at from the operational side, that same encoded chair becomes a set of computational algorithms that can instruct other digital bodies below a certain virtual weight to conform to it and stay aloft in space.",DGEM_FORMAT
15332,The largest body in our solar system is the sun.,DGEM_FORMAT
15333,The sun's surface is about 100 times as hot as the hottest day on earth!!!,DGEM_FORMAT
15334,4) Vascularization of Growing Tissues and Organs and;,DGEM_FORMAT
15335,"Sexual reproduction, in general, relies on sets of cells that are precursors for eggs and sperm.",DGEM_FORMAT
15336,Secondary succession is the type of succession that happens after the destruction of a habitat.,DGEM_FORMAT
15337,Elemental carbon can have two different solid phases with differing spatial (position) ordering and vastly different solid properties.,DGEM_FORMAT
15338,The stratosphere is the layer above the troposphere.,DGEM_FORMAT
15339,A groin is wall of rocks or concrete that juts out into the ocean perpendicular  to the shore.,DGEM_FORMAT
15340,Vascular tissue allowed these plants to grow taller.,DGEM_FORMAT
15341,"Krebs Cycle If oxygen is available to support aerobic respiration, reactions occur subsequent to glycolysis within the mitochondrion (especially associated with the inner mitochondrial membrane).",DGEM_FORMAT
15342,"We know that human activities have substantially increased the concentration of carbon dioxide in the atmosphere during the past two centuries, and that carbon dioxide is one of the most important contributors to the atmospheric 'greenhouse effect.",DGEM_FORMAT
15343,We consider ceres to be a dwarf planet.,DGEM_FORMAT
15344,"Unlike mosses and liverworts, vascular plants have conductive tissue that transports water and nutrients and gives plants the rigidity they need to grow upright.",DGEM_FORMAT
15345,Cells propagate by repeating these four phases and this 4-phase cycle is called 'Cell Cycle'.,DGEM_FORMAT
15346,Lithium has three electrons.,DGEM_FORMAT
15347,Algae to Ferns Nonvascular Land Plants Vascular Plants IX.,DGEM_FORMAT
15348,A light bulb converts electrical energy to light and thermal energy.,DGEM_FORMAT
15349,"Mercury Mercury is the closest planet to the Sun, and the eight largest.",DGEM_FORMAT
15350,The area in which all of Earth's water exists is called the hydrosphere .,DGEM_FORMAT
15351,A(n) cell is the lowest level of organism that can perform all activities required for life.,DGEM_FORMAT
15352,Bile salts produced by the liver &amp; stored by the gallbladder neutralize stomach acids &amp; emulsify dietary fat.,DGEM_FORMAT
15353,"The female reproductive system consists of structures that produce eggs, secrete female sex hormones, and ultimately enable birth of a fetus.",DGEM_FORMAT
15354,The mass of atoms is based on the number of protons and neutrons in nucleus.,DGEM_FORMAT
15355,"Just as we described the electric field around a charged object by field lines, we can also describe the electric potential pictorially with equipotential surfaces (contour plots).",DGEM_FORMAT
15356,Uranus is so faint because it is far away.,DGEM_FORMAT
15357,behavior innate;,DGEM_FORMAT
15358,Protons and neutrons are located in the central nucleus.,DGEM_FORMAT
15359,"The indicative uses solar, wind, ocean, geothermal, and biomass as energy resources and a phased reduction in the use of fossil fuels.",DGEM_FORMAT
15360,Transmembrane proteins span the entire plasma membrane.,DGEM_FORMAT
15361,Electrons in successive atoms on the periodic table tend to fill low-energy orbitals first.,DGEM_FORMAT
15362,Heterogeneous is the term for a mixture that varies in its composition.,DGEM_FORMAT
15363,"Temperature, pH, and Metabolites Affect the Oxygen-Hemoglobin Curve Increased temperature decreases the affinity of hemoglobin for oxygen (resulting in a shift of the curve to the right) and vice versa.",DGEM_FORMAT
15364,"Although the theory of absorption is widely accepted among proponents of aromatherapy, there is no scientific evidence to support it.",DGEM_FORMAT
15365,Kelvin Temperature Scale- A temperature scale in which 0 degrees is the point at which all molecular motion ceases (absolute zero).,DGEM_FORMAT
15366,Ground tissue makes up most of the inside of a plant.,DGEM_FORMAT
15367,In passive transport a substance moves from a region of high concentration to one of lower concentration.,DGEM_FORMAT
15368,The parasympathetic system can also be referred to as the craniosacral system.,DGEM_FORMAT
15369,Electrons in successive atoms on the periodic table tend to fill low-energy orbitals first.,DGEM_FORMAT
15370,Ocean tides are the regular rise and fall of waters as Earth experiences gravitational pull by other members of our solar system.,DGEM_FORMAT
15371,Organic compounds which contain both a carboxylic acid group and an amine group on the same molecule are called amino acids.,DGEM_FORMAT
15372,"The female reproductive system consists of structures that produce eggs, secrete female sex hormones, and ultimately enable birth of a fetus.",DGEM_FORMAT
15373,Seamounts that rise above the water surface are called islands.,DGEM_FORMAT
15374,Publication of names of unicellular eukaryotes .,DGEM_FORMAT
15375,The sun is the largest body in the solar system.,DGEM_FORMAT
15376,"They are able to apply scientific concepts and principles to practical applications and solutions for problems in the real world and show developmental understanding of technology, its uses, and its applications.",DGEM_FORMAT
15377,An allele that's always expressed over another is a dominant allele.,DGEM_FORMAT
15378,"Includes geology basics, soil resources, hydrogeology, nonrenewable mineral and energy resources, perpetual energy resources, and solid waste.",DGEM_FORMAT
15379,Am radio waves exist in the 540 to 1600 khz frequency range.,DGEM_FORMAT
15380,Ultrasound refers to sound waves having a frequency higher than what a human can hear.,DGEM_FORMAT
15381,The structure of mitochondrion plays an important role in aerobic respiration.,DGEM_FORMAT
15382,Thus air mass types are polar and tropical with sub-classes of maritime or continental.,DGEM_FORMAT
15383,"Reptiles include turtles, snakes, and lizards and are characterized by bodies with dry skin (not slimy), and usually with scales or scutes.",DGEM_FORMAT
15384,METABOLIC Refers to the process of building the body's molecular structures from nutrients (anabolism) and of breaking them down for energy production and excretion (catabolism).,DGEM_FORMAT
15385,Temperature and ph level are important in the activity of an enzyme.,DGEM_FORMAT
15386,The base of a nucleotide within dna consists of nitrogen.,DGEM_FORMAT
15387,The probability of finding an electron at an orbital node is zero.,DGEM_FORMAT
15388,"There are many other indications for the procedure, including the evaluation and treatment of kidney stones, bladder or ureteral tumors, prostate surgery, and urethral strictures (narrowings).",DGEM_FORMAT
15389,"The simplest atom is the one of hydrogen, with just one electron.",DGEM_FORMAT
15390,Fission takes place when an animal simply divides into two parts.,DGEM_FORMAT
15391,Prostate cancer is the most common type of cancer in adult males.,DGEM_FORMAT
15392,Describing human behavior is sociology;,DGEM_FORMAT
15393,A normal human liver cell has 23 pairs of chromosomes.,DGEM_FORMAT
15394,An electormagnet is a piece of iron inside a solenoid.,DGEM_FORMAT
15395,"Cells are small biological structures that make up all living things, including the human body.",DGEM_FORMAT
15396,The climate and microclimate in the Australian Alps has many influences on the biology of small mammals;,DGEM_FORMAT
15397,Organ Systems Adapted for Flight   Birds need a light-weight body in order to stay aloft.,DGEM_FORMAT
15398,Natural law is always enforced.,DGEM_FORMAT
15399,Intrinsic muscles allow your fingers to also make precise movements for actions.,DGEM_FORMAT
15400,"For multicellular organisms, apoptosis is an efficient way of eliminating cells which have been infected by a virus.",DGEM_FORMAT
15401,"If an accident happens during a science experiment, the first thing a student should do is report to the teacher.",DGEM_FORMAT
15402,Electrochemistry is the study of the relationship between electricity and chemical reactions.,DGEM_FORMAT
15403,"K2 is the second highest mountain in the world, at over 28,000 feet.",DGEM_FORMAT
15404,Ovulation occurs before the endometrium thickens in estrous cycles.,DGEM_FORMAT
15405,Millibar is the unit used to measure air pressure.,DGEM_FORMAT
15406,Solar system: the Sun and all bodies orbiting around it.,DGEM_FORMAT
15407,Viruses are the most abundant type of biological entity on the earth.,DGEM_FORMAT
15408,"Include terms such as alternation of generations, sporophyte, gametophyte, gamete, sperm, egg, fertilization, meiosis, megaspore, microspore, pollen, embryo, haploid, zygote, diploid.",DGEM_FORMAT
15409,Motor oil is a harmful substance that must not be drained into a storm sewer.,DGEM_FORMAT
15410,There have been five major massive extinctions since life began on earth.,DGEM_FORMAT
15411,"For most of Sarehole's life, it was a corn grinding mill but in the early part of the 19th century, it was used for blade grinding as well as making flour.",DGEM_FORMAT
15412,"When blood vessels in the head dilate, a migraine, a severe headache, can occur.",DGEM_FORMAT
15413,a deep layer or true skin ( dermis );,DGEM_FORMAT
15414,"The Relative Positions of the Earth, the Atmosphere, and the Moon.",DGEM_FORMAT
15415,to the water relations associated with the terrestrial habit of the adult.,DGEM_FORMAT
